Estudiante230;10;3
Estudiante231;3;10
Estudiante232;4;7
Estudiante233;9;3
Estudiante234;4;3
Estudiante235;10;1
Estudiante236;2;7
Estudiante237;3;8
Estudiante238;1;6
Estudiante239;4;8
Estudiante240;1;10
Estudiante241;7;3
Estudiante242;10;5
Estudiante243;3;3
Estudiante244;4;7
Estudiante245;3;8
Estudiante246;8;3
Estudiante247;8;8
Estudiante248;8;3
Estudiante249;10;3
Estudiante250;7;6
Estudiante251;5;9
Estudiante252;7;10
Estudiante253;4;5
Estudiante254;3;6
Estudiante255;6;6
Estudiante256;2;2
Estudiante257;1;4
Estudiante258;2;6
Estudiante259;1;6
Estudiante260;6;5
Estudiante261;8;6
Estudiante262;3;8
Estudiante263;10;10
Estudiante264;8;10
Estudiante265;8;7
Estudiante266;9;10
Estudiante267;8;8
Estudiante268;9;3
Estudiante269;2;4
Estudiante270;5;5
Estudiante271;9;3
Estudiante272;1;7
Estudiante273;7;2
Estudiante274;2;1
Estudiante275;2;7
Estudiante276;9;3
Estudiante277;9;10
Estudiante278;1;4
Estudiante279;8;1
Estudiante280;5;4
Estudiante281;1;1
Estudiante282;6;3
Estudiante283;9;8
Estudiante284;7;9
Estudiante285;10;2
Estudiante286;9;10
Estudiante287;3;9
Estudiante288;6;8
Estudiante289;5;5
Estudiante290;6;10
Estudiante291;9;1
Estudiante292;3;2
Estudiante293;9;4
Estudiante294;1;5
Estudiante295;9;10
Estudiante296;6;5
Estudiante297;8;5
Estudiante298;7;7
Estudiante299;8;6
Estudiante300;2;3
Estudiante301;5;10
Estudiante302;2;1
Estudiante303;7;6
Estudiante304;3;8
Estudiante305;9;9
Estudiante306;9;2
Estudiante307;4;9
Estudiante308;1;4
Estudiante309;2;10
Estudiante310;7;1
Estudiante311;8;9
Estudiante312;5;7
Estudiante313;1;5
Estudiante314;7;9
Estudiante315;8;9
Estudiante316;9;9
Estudiante317;10;5
Estudiante318;2;6
Estudiante319;7;8
Estudiante320;9;3
Estudiante321;6;10
Estudiante322;1;2
Estudiante323;6;1
Estudiante324;7;2
Estudiante325;6;7
Estudiante326;1;1
Estudiante327;4;8
Estudiante328;9;6
Estudiante329;5;9
Estudiante330;4;1
Estudiante331;6;6
Estudiante332;9;6
Estudiante333;7;1
Estudiante334;1;1
Estudiante335;10;5
Estudiante336;7;2
Estudiante337;2;9
Estudiante338;6;5
Estudiante339;7;2
Estudiante340;2;10
Estudiante341;8;5
Estudiante342;10;7
Estudiante343;7;7
Estudiante344;5;8
Estudiante345;5;6
Estudiante346;4;1
Estudiante347;8;4
Estudiante348;2;2
Estudiante349;6;7
Estudiante350;1;10
Estudiante351;10;6
Estudiante352;5;5
Estudiante353;2;3
Estudiante354;3;2
Estudiante355;2;4
Estudiante356;8;7
Estudiante357;1;3
Estudiante358;8;3
Estudiante359;9;3
Estudiante360;4;10
Estudiante361;7;10
Estudiante362;7;3
Estudiante363;9;7
Estudiante364;6;9
Estudiante365;2;10
Estudiante366;2;9
Estudiante367;4;5
Estudiante368;7;7
Estudiante369;3;4
Estudiante370;7;10
Estudiante371;10;7
Estudiante372;10;2
Estudiante373;8;5
Estudiante374;4;4
Estudiante375;3;4
Estudiante376;4;7
Estudiante377;1;9
Estudiante378;2;8
Estudiante379;2;8
Estudiante380;5;10
Estudiante381;8;2
Estudiante382;10;1
Estudiante383;1;2
Estudiante384;3;2
Estudiante385;8;2
Estudiante386;2;10
Estudiante387;5;9
Estudiante388;4;2
Estudiante389;2;6
Estudiante390;9;7
Estudiante391;4;6
Estudiante392;10;2
Estudiante393;2;3
Estudiante394;5;10
Estudiante395;10;1
Estudiante396;6;5
Estudiante397;2;3
Estudiante398;10;7
Estudiante399;3;1
Estudiante400;10;2
Estudiante401;6;2
Estudiante402;3;10
Estudiante403;3;10
Estudiante404;2;3
Estudiante405;5;10
Estudiante406;4;6
Estudiante407;6;8
Estudiante408;7;2
Estudiante409;3;5
Estudiante410;6;7
Estudiante411;5;10
Estudiante412;10;8
Estudiante413;10;8
Estudiante414;3;2
Estudiante415;8;9
Estudiante416;4;5
Estudiante417;1;2
Estudiante418;10;5
Estudiante419;3;2
Estudiante420;9;5
Estudiante421;3;3
Estudiante422;5;3
Estudiante423;6;6
Estudiante424;1;4
Estudiante425;10;10
Estudiante426;7;7
Estudiante427;1;4
Estudiante428;9;7
Estudiante429;7;5
Estudiante430;7;5
Estudiante431;5;1
Estudiante432;6;1
Estudiante433;2;2
Estudiante434;6;2
Estudiante435;5;6
Estudiante436;1;3
Estudiante437;9;6
Estudiante438;9;1
Estudiante439;2;2
Estudiante440;10;1
Estudiante441;4;8
Estudiante442;2;2
Estudiante443;10;10
Estudiante444;10;7
Estudiante445;9;9
Estudiante446;6;1
Estudiante447;6;9
Estudiante448;2;1
Estudiante449;2;3
Estudiante450;5;7
Estudiante451;10;10
Estudiante452;5;1
Estudiante453;4;1
Estudiante454;10;1
Estudiante455;7;5
Estudiante456;1;8
Estudiante457;10;5
Estudiante458;5;6
Estudiante459;8;6
Estudiante460;3;9
Estudiante461;1;7
Estudiante462;5;8
Estudiante463;3;1
Estudiante464;8;1
Estudiante465;6;4
Estudiante466;4;10
Estudiante467;8;6
Estudiante468;5;7
Estudiante469;7;2
Estudiante470;9;7
Estudiante471;5;3
Estudiante472;1;10
Estudiante473;1;3
Estudiante474;6;9
Estudiante475;10;10
Estudiante476;8;4
Estudiante477;6;7
Estudiante478;10;3
Estudiante479;6;3
Estudiante480;2;9
Estudiante481;6;7
Estudiante482;2;8
Estudiante483;10;4
Estudiante484;7;2
Estudiante485;8;4
Estudiante486;8;1
Estudiante487;7;8
Estudiante488;6;6
Estudiante489;7;9
Estudiante490;4;10
Estudiante491;6;4
Estudiante492;5;9
Estudiante493;4;4
Estudiante494;8;1
Estudiante495;2;5
Estudiante496;10;8
Estudiante497;9;9
Estudiante498;1;8
Estudiante499;9;7
Estudiante500;8;8
Estudiante501;3;8
Estudiante502;7;3
Estudiante503;6;7
Estudiante504;1;8
Estudiante505;10;10
Estudiante506;1;10
Estudiante507;2;8
Estudiante508;8;7
Estudiante509;5;1
Estudiante510;10;3
Estudiante511;4;2
Estudiante512;10;9
Estudiante513;8;7
Estudiante514;10;3
Estudiante515;7;8
Estudiante516;5;6
Estudiante517;4;7
Estudiante518;6;4
Estudiante519;4;6
Estudiante520;3;3
Estudiante521;8;10
Estudiante522;5;4
Estudiante523;8;4
Estudiante524;2;6
Estudiante525;2;10
Estudiante526;5;4
Estudiante527;2;4
Estudiante528;3;3
Estudiante529;5;2
Estudiante530;6;6
Estudiante531;8;1
Estudiante532;5;8
Estudiante533;6;8
Estudiante534;2;1
Estudiante535;3;3
Estudiante536;6;7
Estudiante537;7;4
Estudiante538;9;5
Estudiante539;4;10
Estudiante540;9;10
Estudiante541;9;2
Estudiante542;3;5
Estudiante543;1;10
Estudiante544;2;7
Estudiante545;3;6
Estudiante546;7;3
Estudiante547;6;1
Estudiante548;2;6
Estudiante549;7;7
Estudiante550;8;4
Estudiante551;3;4
Estudiante552;8;10
Estudiante553;1;5
Estudiante554;7;7
Estudiante555;6;9
Estudiante556;9;7
Estudiante557;10;6
Estudiante558;1;4
Estudiante559;9;10
Estudiante560;1;10
Estudiante561;8;7
Estudiante562;2;9
Estudiante563;5;2
Estudiante564;5;1
Estudiante565;8;10
Estudiante566;9;5
Estudiante567;7;6
Estudiante568;4;5
Estudiante569;6;9
Estudiante570;8;4
Estudiante571;4;5
Estudiante572;10;1
Estudiante573;4;1
Estudiante574;7;5
Estudiante575;2;4
Estudiante576;1;2
Estudiante577;7;1
Estudiante578;9;6
Estudiante579;10;1
Estudiante580;3;2
Estudiante581;1;4
Estudiante582;9;1
Estudiante583;10;6
Estudiante584;4;1
Estudiante585;4;1
Estudiante586;3;1
Estudiante587;2;8
Estudiante588;9;5
Estudiante589;1;4
Estudiante590;1;5
Estudiante591;5;6
Estudiante592;2;10
Estudiante593;9;1
Estudiante594;7;1
Estudiante595;2;1
Estudiante596;1;4
Estudiante597;5;1
Estudiante598;3;8
Estudiante599;4;7
Estudiante600;1;6
Estudiante601;9;5
Estudiante602;2;5
Estudiante603;8;7
Estudiante604;6;10
Estudiante605;2;3
Estudiante606;2;4
Estudiante607;1;8
Estudiante608;8;2
Estudiante609;3;9
Estudiante610;1;1
Estudiante611;2;2
Estudiante612;4;1
Estudiante613;4;4
Estudiante614;10;10
Estudiante615;1;7
Estudiante616;2;10
Estudiante617;7;10
Estudiante618;4;5
Estudiante619;9;7
Estudiante620;8;3
Estudiante621;4;7
Estudiante622;1;10
Estudiante623;8;3
Estudiante624;6;10
Estudiante625;3;3
Estudiante626;9;5
Estudiante627;2;5
Estudiante628;2;5
Estudiante629;6;4
Estudiante630;4;6
Estudiante631;2;3
Estudiante632;8;10
Estudiante633;3;5
Estudiante634;7;2
Estudiante635;4;9
Estudiante636;8;2
Estudiante637;7;10
Estudiante638;6;5
Estudiante639;8;1
Estudiante640;1;10
Estudiante641;3;7
Estudiante642;3;2
Estudiante643;8;1
Estudiante644;2;2
Estudiante645;8;8
Estudiante646;9;4
Estudiante647;3;10
Estudiante648;10;7
Estudiante649;6;2
Estudiante650;3;8
Estudiante651;2;2
Estudiante652;9;3
Estudiante653;3;2
Estudiante654;2;2
Estudiante655;7;3
Estudiante656;5;1
Estudiante657;1;10
Estudiante658;10;5
Estudiante659;4;10
Estudiante660;1;3
Estudiante661;1;5
Estudiante662;2;7
Estudiante663;3;4
Estudiante664;4;10
Estudiante665;5;3
Estudiante666;7;10
Estudiante667;4;5
Estudiante668;10;6
Estudiante669;7;7
Estudiante670;5;9
Estudiante671;9;1
Estudiante672;5;4
Estudiante673;4;7
Estudiante674;4;10
Estudiante675;4;5
Estudiante676;3;3
Estudiante677;10;7
Estudiante678;1;6
Estudiante679;3;4
Estudiante680;1;5
Estudiante681;7;10
Estudiante682;9;5
Estudiante683;5;1
Estudiante684;10;10
Estudiante685;6;9
Estudiante686;10;8
Estudiante687;5;5
Estudiante688;7;7
Estudiante689;7;1
Estudiante690;10;7
Estudiante691;9;2
Estudiante692;7;8
Estudiante693;10;7
Estudiante694;8;6
Estudiante695;7;6
Estudiante696;1;9
Estudiante697;3;6
Estudiante698;6;1
Estudiante699;9;6
Estudiante700;1;3
Estudiante701;10;10
Estudiante702;4;6
Estudiante703;5;8
Estudiante704;8;8
Estudiante705;1;6
Estudiante706;6;5
Estudiante707;10;5
Estudiante708;1;9
Estudiante709;7;1
Estudiante710;6;10
Estudiante711;2;10
Estudiante712;4;7
Estudiante713;10;4
Estudiante714;9;7
Estudiante715;9;1
Estudiante716;10;10
Estudiante717;6;7
Estudiante718;1;8
Estudiante719;6;9
Estudiante720;7;4
Estudiante721;8;10
Estudiante722;1;1
Estudiante723;1;9
Estudiante724;10;4
Estudiante725;5;10
Estudiante726;1;2
Estudiante727;8;3
Estudiante728;8;1
Estudiante729;9;7
Estudiante730;10;1
Estudiante731;4;9
Estudiante732;3;9
Estudiante733;7;4
Estudiante734;6;4
Estudiante735;10;10
Estudiante736;2;6
Estudiante737;3;7
Estudiante738;5;5
Estudiante739;8;7
Estudiante740;8;4
Estudiante741;1;10
Estudiante742;6;1
Estudiante743;3;5
Estudiante744;9;10
Estudiante745;4;4
Estudiante746;6;3
Estudiante747;5;8
Estudiante748;2;8
Estudiante749;9;1
Estudiante750;4;8
Estudiante751;5;2
Estudiante752;10;2
Estudiante753;5;6
Estudiante754;1;3
Estudiante755;4;1
Estudiante756;4;4
Estudiante757;1;7
Estudiante758;1;7
Estudiante759;4;8
Estudiante760;3;7
Estudiante761;8;6
Estudiante762;7;9
Estudiante763;9;4
Estudiante764;9;2
Estudiante765;5;4
Estudiante766;6;4
Estudiante767;9;1
Estudiante768;2;9
Estudiante769;3;4
Estudiante770;10;3
Estudiante771;6;4
Estudiante772;3;4
Estudiante773;10;10
Estudiante774;7;9
Estudiante775;3;4
Estudiante776;10;8
Estudiante777;10;7
Estudiante778;8;9
Estudiante779;9;9
Estudiante780;10;1
Estudiante781;10;7
Estudiante782;7;9
Estudiante783;6;4
Estudiante784;6;4
Estudiante785;4;2
Estudiante786;8;8
Estudiante787;4;5
Estudiante788;10;1
Estudiante789;9;6
Estudiante790;3;8
Estudiante791;8;3
Estudiante792;10;2
Estudiante793;1;8
Estudiante794;4;1
Estudiante795;10;5
Estudiante796;2;4
Estudiante797;4;10
Estudiante798;7;8
Estudiante799;3;10
Estudiante800;7;1
Estudiante801;4;6
Estudiante802;5;9
Estudiante803;2;5
Estudiante804;10;8
Estudiante805;8;7
Estudiante806;9;1
Estudiante807;4;1
Estudiante808;4;10
Estudiante809;6;5
Estudiante810;10;5
Estudiante811;5;3
Estudiante812;7;10
Estudiante813;6;10
Estudiante814;8;2
Estudiante815;4;9
Estudiante816;5;6
Estudiante817;9;3
Estudiante818;6;5
Estudiante819;4;1
Estudiante820;6;3
Estudiante821;8;5
Estudiante822;1;6
Estudiante823;3;5
Estudiante824;3;10
Estudiante825;3;3
Estudiante826;7;5
Estudiante827;2;3
Estudiante828;6;9
Estudiante829;6;2
Estudiante830;6;3
Estudiante831;10;10
Estudiante832;3;10
Estudiante833;8;8
Estudiante834;1;5
Estudiante835;8;2
Estudiante836;7;7
Estudiante837;2;8
Estudiante838;1;10
Estudiante839;2;10
Estudiante840;6;3
Estudiante841;1;1
Estudiante842;8;1
Estudiante843;9;2
Estudiante844;8;9
Estudiante845;6;1
Estudiante846;4;9
Estudiante847;9;3
Estudiante848;9;6
Estudiante849;5;9
Estudiante850;5;8
Estudiante851;8;1
Estudiante852;3;3
Estudiante853;10;10
Estudiante854;4;5
Estudiante855;5;3
Estudiante856;6;2
Estudiante857;4;8
Estudiante858;2;2
Estudiante859;4;4
Estudiante860;5;8
Estudiante861;8;2
Estudiante862;1;1
Estudiante863;1;4
Estudiante864;1;4
Estudiante865;10;5
Estudiante866;3;1
Estudiante867;4;5
Estudiante868;7;1
Estudiante869;10;3
Estudiante870;2;6
Estudiante871;9;7
Estudiante872;5;4
Estudiante873;6;2
Estudiante874;1;3
Estudiante875;3;4
Estudiante876;4;9
Estudiante877;5;10
Estudiante878;8;2
Estudiante879;1;1
Estudiante880;7;8
Estudiante881;3;6
Estudiante882;9;9
Estudiante883;6;3
Estudiante884;3;2
Estudiante885;7;8
Estudiante886;3;2
Estudiante887;1;1
Estudiante888;2;1
Estudiante889;3;5
Estudiante890;9;10
Estudiante891;8;5
Estudiante892;10;7
Estudiante893;4;5
Estudiante894;2;4
Estudiante895;2;2
Estudiante896;7;3
Estudiante897;1;9
Estudiante898;3;2
Estudiante899;1;9
Estudiante900;5;6
Estudiante901;6;4
Estudiante902;3;4
Estudiante903;6;1
Estudiante904;4;1
Estudiante905;3;3
Estudiante906;1;1
Estudiante907;1;5
Estudiante908;5;8
Estudiante909;6;8
Estudiante910;10;8
Estudiante911;2;2
Estudiante912;9;2
Estudiante913;5;10
Estudiante914;7;9
Estudiante915;4;8
Estudiante916;4;6
Estudiante917;8;8
Estudiante918;8;2
Estudiante919;5;1
Estudiante920;3;3
Estudiante921;5;9
Estudiante922;7;10
Estudiante923;1;10
Estudiante924;8;2
Estudiante925;10;7
Estudiante926;3;1
Estudiante927;1;9
Estudiante928;7;9
Estudiante929;8;6
Estudiante930;3;7
Estudiante931;7;2
Estudiante932;9;7
Estudiante933;10;2
Estudiante934;10;5
Estudiante935;9;8
Estudiante936;7;8
Estudiante937;7;6
Estudiante938;9;3
Estudiante939;10;7
Estudiante940;7;5
Estudiante941;3;10
Estudiante942;7;6
Estudiante943;3;9
Estudiante944;2;7
Estudiante945;2;3
Estudiante946;10;6
Estudiante947;5;9
Estudiante948;3;4
Estudiante949;3;3
Estudiante950;8;6
Estudiante951;2;3
Estudiante952;9;5
Estudiante953;4;3
Estudiante954;9;3
Estudiante955;5;9
Estudiante956;4;9
Estudiante957;1;2
Estudiante958;5;1
Estudiante959;10;9
Estudiante960;6;7
Estudiante961;8;1
Estudiante962;3;10
Estudiante963;10;9
Estudiante964;7;9
Estudiante965;7;3
Estudiante966;8;8
Estudiante967;2;9
Estudiante968;5;9
Estudiante969;9;1
Estudiante970;8;3
Estudiante971;7;5
Estudiante972;2;9
Estudiante973;9;2
Estudiante974;10;3
Estudiante975;7;2
Estudiante976;2;2
Estudiante977;10;10
Estudiante978;3;3
Estudiante979;6;4
Estudiante980;8;4
Estudiante981;6;3
Estudiante982;4;6
Estudiante983;2;6
Estudiante984;7;2
Estudiante985;9;6
Estudiante986;2;8
Estudiante987;4;10
Estudiante988;6;6
Estudiante989;9;1
Estudiante990;10;6
Estudiante991;1;1
Estudiante992;1;10
Estudiante993;5;6
Estudiante994;7;2
Estudiante995;2;10
Estudiante996;6;10
Estudiante997;7;2
Estudiante998;9;6
Estudiante999;10;3
Estudiante1000;5;6
Estudiante1001;1;1
Estudiante1002;7;1
Estudiante1003;10;2
Estudiante1004;7;1
Estudiante1005;10;8
Estudiante1006;2;5
Estudiante1007;1;6
Estudiante1008;6;6
Estudiante1009;9;7
Estudiante1010;9;4
Estudiante1011;6;4
Estudiante1012;8;8
Estudiante1013;9;3
Estudiante1014;1;3
Estudiante1015;6;3
Estudiante1016;7;5
Estudiante1017;6;7
Estudiante1018;7;8
Estudiante1019;4;2
Estudiante1020;10;3
Estudiante1021;6;4
Estudiante1022;8;3
Estudiante1023;6;10
Estudiante1024;8;5
Estudiante1025;10;8
Estudiante1026;7;3
Estudiante1027;3;8
Estudiante1028;4;2
Estudiante1029;1;5
Estudiante1030;1;6
Estudiante1031;5;2
Estudiante1032;8;10
Estudiante1033;8;1
Estudiante1034;5;2
Estudiante1035;6;8
Estudiante1036;2;7
Estudiante1037;9;7
Estudiante1038;2;7
Estudiante1039;3;7
Estudiante1040;10;3
Estudiante1041;3;6
Estudiante1042;5;7
Estudiante1043;10;1
Estudiante1044;8;2
Estudiante1045;9;8
Estudiante1046;2;1
Estudiante1047;6;6
Estudiante1048;8;2
Estudiante1049;4;5
Estudiante1050;8;4
Estudiante1051;5;4
Estudiante1052;2;7
Estudiante1053;7;8
Estudiante1054;6;2
Estudiante1055;5;10
Estudiante1056;7;3
Estudiante1057;7;2
Estudiante1058;9;5
Estudiante1059;5;3
Estudiante1060;6;10
Estudiante1061;5;10
Estudiante1062;4;8
Estudiante1063;10;4
Estudiante1064;10;8
Estudiante1065;9;7
Estudiante1066;9;10
Estudiante1067;10;4
Estudiante1068;1;8
Estudiante1069;8;9
Estudiante1070;9;2
Estudiante1071;5;10
Estudiante1072;4;1
Estudiante1073;9;4
Estudiante1074;4;10
Estudiante1075;2;4
Estudiante1076;3;9
Estudiante1077;8;3
Estudiante1078;8;9
Estudiante1079;3;6
Estudiante1080;8;2
Estudiante1081;6;3
Estudiante1082;9;5
Estudiante1083;4;8
Estudiante1084;2;9
Estudiante1085;3;8
Estudiante1086;8;10
Estudiante1087;1;9
Estudiante1088;1;9
Estudiante1089;7;10
Estudiante1090;3;1
Estudiante1091;8;9
Estudiante1092;5;9
Estudiante1093;4;7
Estudiante1094;4;7
Estudiante1095;1;6
Estudiante1096;1;2
Estudiante1097;10;6
Estudiante1098;9;9
Estudiante1099;4;1
Estudiante1100;9;4
Estudiante1101;7;10
Estudiante1102;3;1
Estudiante1103;6;5
Estudiante1104;8;3
Estudiante1105;3;5
Estudiante1106;10;4
Estudiante1107;10;2
Estudiante1108;3;9
Estudiante1109;8;4
Estudiante1110;1;10
Estudiante1111;9;8
Estudiante1112;1;7
Estudiante1113;8;4
Estudiante1114;7;4
Estudiante1115;10;2
Estudiante1116;9;10
Estudiante1117;10;6
Estudiante1118;2;5
Estudiante1119;10;1
Estudiante1120;5;4
Estudiante1121;4;8
Estudiante1122;2;6
Estudiante1123;10;2
Estudiante1124;10;9
Estudiante1125;5;3
Estudiante1126;9;1
Estudiante1127;4;3
Estudiante1128;2;3
Estudiante1129;8;7
Estudiante1130;2;4
Estudiante1131;8;4
Estudiante1132;3;9
Estudiante1133;2;3
Estudiante1134;3;3
Estudiante1135;7;1
Estudiante1136;8;1
Estudiante1137;5;1
Estudiante1138;2;2
Estudiante1139;7;6
Estudiante1140;5;10
Estudiante1141;8;10
Estudiante1142;8;5
Estudiante1143;9;6
Estudiante1144;3;10
Estudiante1145;7;1
Estudiante1146;6;1
Estudiante1147;8;10
Estudiante1148;7;8
Estudiante1149;8;4
Estudiante1150;3;1
Estudiante1151;5;8
Estudiante1152;7;1
Estudiante1153;5;8
Estudiante1154;10;3
Estudiante1155;5;7
Estudiante1156;3;3
Estudiante1157;3;10
Estudiante1158;10;2
Estudiante1159;6;3
Estudiante1160;8;6
Estudiante1161;1;2
Estudiante1162;9;5
Estudiante1163;6;1
Estudiante1164;8;4
Estudiante1165;3;10
Estudiante1166;10;8
Estudiante1167;5;7
Estudiante1168;8;5
Estudiante1169;2;6
Estudiante1170;6;8
Estudiante1171;10;2
Estudiante1172;10;2
Estudiante1173;4;8
Estudiante1174;4;3
Estudiante1175;2;1
Estudiante1176;9;9
Estudiante1177;1;1
Estudiante1178;10;6
Estudiante1179;3;2
Estudiante1180;6;6
Estudiante1181;7;6
Estudiante1182;7;8
Estudiante1183;6;8
Estudiante1184;5;1
Estudiante1185;6;3
Estudiante1186;4;9
Estudiante1187;6;10
Estudiante1188;5;4
Estudiante1189;3;9
Estudiante1190;6;5
Estudiante1191;1;7
Estudiante1192;1;3
Estudiante1193;10;8
Estudiante1194;5;3
Estudiante1195;8;8
Estudiante1196;1;6
Estudiante1197;6;10
Estudiante1198;1;1
Estudiante1199;8;5
Estudiante1200;4;8
Estudiante1201;1;3
Estudiante1202;5;7
Estudiante1203;2;10
Estudiante1204;4;7
Estudiante1205;7;7
Estudiante1206;8;4
Estudiante1207;7;9
Estudiante1208;5;8
Estudiante1209;8;10
Estudiante1210;2;8
Estudiante1211;4;8
Estudiante1212;6;6
Estudiante1213;3;9
Estudiante1214;4;5
Estudiante1215;7;2
Estudiante1216;5;5
Estudiante1217;9;5
Estudiante1218;8;2
Estudiante1219;7;2
Estudiante1220;6;8
Estudiante1221;6;1
Estudiante1222;9;1
Estudiante1223;5;6
Estudiante1224;4;2
Estudiante1225;8;10
Estudiante1226;5;8
Estudiante1227;6;7
Estudiante1228;6;8
Estudiante1229;2;7
Estudiante1230;10;6
Estudiante1231;8;8
Estudiante1232;1;3
Estudiante1233;7;2
Estudiante1234;6;1
Estudiante1235;3;7
Estudiante1236;3;1
Estudiante1237;4;8
Estudiante1238;4;8
Estudiante1239;1;3
Estudiante1240;7;1
Estudiante1241;5;5
Estudiante1242;9;8
Estudiante1243;9;1
Estudiante1244;5;7
Estudiante1245;7;5
Estudiante1246;6;7
Estudiante1247;5;9
Estudiante1248;6;9
Estudiante1249;10;7
