Estudiante393;2,00;3,00;2,50
Estudiante394;5,00;10,00;7,50
Estudiante395;10,00;1,00;5,50
Estudiante396;6,00;5,00;5,50
Estudiante397;2,00;3,00;2,50
Estudiante398;10,00;7,00;8,50
Estudiante399;3,00;1,00;2,00
Estudiante400;10,00;2,00;6,00
Estudiante401;6,00;2,00;4,00
Estudiante402;3,00;10,00;6,50
Estudiante403;3,00;10,00;6,50
Estudiante404;2,00;3,00;2,50
Estudiante405;5,00;10,00;7,50
Estudiante406;4,00;6,00;5,00
Estudiante407;6,00;8,00;7,00
Estudiante408;7,00;2,00;4,50
Estudiante409;3,00;5,00;4,00
Estudiante410;6,00;7,00;6,50
Estudiante411;5,00;10,00;7,50
Estudiante412;10,00;8,00;9,00
Estudiante413;10,00;8,00;9,00
Estudiante414;3,00;2,00;2,50
Estudiante415;8,00;9,00;8,50
Estudiante416;4,00;5,00;4,50
Estudiante417;1,00;2,00;1,50
Estudiante418;10,00;5,00;7,50
Estudiante419;3,00;2,00;2,50
Estudiante420;9,00;5,00;7,00
Estudiante421;3,00;3,00;3,00
Estudiante422;5,00;3,00;4,00
Estudiante423;6,00;6,00;6,00
Estudiante424;1,00;4,00;2,50
Estudiante425;10,00;10,00;10,00
Estudiante426;7,00;7,00;7,00
Estudiante427;1,00;4,00;2,50
Estudiante428;9,00;7,00;8,00
Estudiante429;7,00;5,00;6,00
Estudiante430;7,00;5,00;6,00
Estudiante431;5,00;1,00;3,00
Estudiante432;6,00;1,00;3,50
Estudiante433;2,00;2,00;2,00
Estudiante434;6,00;2,00;4,00
Estudiante435;5,00;6,00;5,50
Estudiante436;1,00;3,00;2,00
Estudiante437;9,00;6,00;7,50
Estudiante438;9,00;1,00;5,00
Estudiante439;2,00;2,00;2,00
Estudiante440;10,00;1,00;5,50
Estudiante441;4,00;8,00;6,00
Estudiante442;2,00;2,00;2,00
Estudiante443;10,00;10,00;10,00
Estudiante444;10,00;7,00;8,50
Estudiante445;9,00;9,00;9,00
Estudiante446;6,00;1,00;3,50
Estudiante447;6,00;9,00;7,50
Estudiante448;2,00;1,00;1,50
Estudiante449;2,00;3,00;2,50
Estudiante450;5,00;7,00;6,00
Estudiante451;10,00;10,00;10,00
Estudiante452;5,00;1,00;3,00
Estudiante453;4,00;1,00;2,50
Estudiante454;10,00;1,00;5,50
Estudiante455;7,00;5,00;6,00
Estudiante456;1,00;8,00;4,50
Estudiante457;10,00;5,00;7,50
Estudiante458;5,00;6,00;5,50
Estudiante459;8,00;6,00;7,00
Estudiante460;3,00;9,00;6,00
Estudiante461;1,00;7,00;4,00
Estudiante462;5,00;8,00;6,50
Estudiante463;3,00;1,00;2,00
Estudiante464;8,00;1,00;4,50
Estudiante465;6,00;4,00;5,00
Estudiante466;4,00;10,00;7,00
Estudiante467;8,00;6,00;7,00
Estudiante468;5,00;7,00;6,00
Estudiante469;7,00;2,00;4,50
Estudiante470;9,00;7,00;8,00
Estudiante471;5,00;3,00;4,00
Estudiante472;1,00;10,00;5,50
Estudiante473;1,00;3,00;2,00
Estudiante474;6,00;9,00;7,50
Estudiante475;10,00;10,00;10,00
Estudiante476;8,00;4,00;6,00
Estudiante477;6,00;7,00;6,50
Estudiante478;10,00;3,00;6,50
Estudiante479;6,00;3,00;4,50
Estudiante480;2,00;9,00;5,50
Estudiante481;6,00;7,00;6,50
Estudiante482;2,00;8,00;5,00
Estudiante483;10,00;4,00;7,00
Estudiante484;7,00;2,00;4,50
Estudiante485;8,00;4,00;6,00
Estudiante486;8,00;1,00;4,50
Estudiante487;7,00;8,00;7,50
Estudiante488;6,00;6,00;6,00
Estudiante489;7,00;9,00;8,00
Estudiante490;4,00;10,00;7,00
Estudiante491;6,00;4,00;5,00
Estudiante492;5,00;9,00;7,00
Estudiante493;4,00;4,00;4,00
Estudiante494;8,00;1,00;4,50
Estudiante495;2,00;5,00;3,50
Estudiante496;10,00;8,00;9,00
Estudiante497;9,00;9,00;9,00
Estudiante498;1,00;8,00;4,50
Estudiante499;9,00;7,00;8,00
Estudiante500;8,00;8,00;8,00
Estudiante501;3,00;8,00;5,50
Estudiante502;7,00;3,00;5,00
Estudiante503;6,00;7,00;6,50
Estudiante504;1,00;8,00;4,50
Estudiante505;10,00;10,00;10,00
Estudiante506;1,00;10,00;5,50
Estudiante507;2,00;8,00;5,00
Estudiante508;8,00;7,00;7,50
Estudiante509;5,00;1,00;3,00
Estudiante510;10,00;3,00;6,50
Estudiante511;4,00;2,00;3,00
Estudiante512;10,00;9,00;9,50
Estudiante513;8,00;7,00;7,50
Estudiante514;10,00;3,00;6,50
Estudiante515;7,00;8,00;7,50
Estudiante516;5,00;6,00;5,50
Estudiante517;4,00;7,00;5,50
Estudiante518;6,00;4,00;5,00
Estudiante519;4,00;6,00;5,00
Estudiante520;3,00;3,00;3,00
Estudiante521;8,00;10,00;9,00
Estudiante522;5,00;4,00;4,50
Estudiante523;8,00;4,00;6,00
Estudiante524;2,00;6,00;4,00
Estudiante525;2,00;10,00;6,00
Estudiante526;5,00;4,00;4,50
Estudiante527;2,00;4,00;3,00
Estudiante528;3,00;3,00;3,00
Estudiante529;5,00;2,00;3,50
Estudiante530;6,00;6,00;6,00
Estudiante531;8,00;1,00;4,50
Estudiante532;5,00;8,00;6,50
Estudiante533;6,00;8,00;7,00
Estudiante534;2,00;1,00;1,50
Estudiante535;3,00;3,00;3,00
Estudiante536;6,00;7,00;6,50
Estudiante537;7,00;4,00;5,50
Estudiante538;9,00;5,00;7,00
Estudiante539;4,00;10,00;7,00
Estudiante540;9,00;10,00;9,50
Estudiante541;9,00;2,00;5,50
Estudiante542;3,00;5,00;4,00
Estudiante543;1,00;10,00;5,50
Estudiante544;2,00;7,00;4,50
Estudiante545;3,00;6,00;4,50
Estudiante546;7,00;3,00;5,00
Estudiante547;6,00;1,00;3,50
Estudiante548;2,00;6,00;4,00
Estudiante549;7,00;7,00;7,00
Estudiante550;8,00;4,00;6,00
Estudiante551;3,00;4,00;3,50
Estudiante552;8,00;10,00;9,00
Estudiante553;1,00;5,00;3,00
Estudiante554;7,00;7,00;7,00
Estudiante555;6,00;9,00;7,50
Estudiante556;9,00;7,00;8,00
Estudiante557;10,00;6,00;8,00
Estudiante558;1,00;4,00;2,50
Estudiante559;9,00;10,00;9,50
Estudiante560;1,00;10,00;5,50
Estudiante561;8,00;7,00;7,50
Estudiante562;2,00;9,00;5,50
Estudiante563;5,00;2,00;3,50
Estudiante564;5,00;1,00;3,00
Estudiante565;8,00;10,00;9,00
Estudiante566;9,00;5,00;7,00
Estudiante567;7,00;6,00;6,50
Estudiante568;4,00;5,00;4,50
Estudiante569;6,00;9,00;7,50
Estudiante570;8,00;4,00;6,00
Estudiante571;4,00;5,00;4,50
Estudiante572;10,00;1,00;5,50
Estudiante573;4,00;1,00;2,50
Estudiante574;7,00;5,00;6,00
Estudiante575;2,00;4,00;3,00
Estudiante576;1,00;2,00;1,50
Estudiante577;7,00;1,00;4,00
Estudiante578;9,00;6,00;7,50
Estudiante579;10,00;1,00;5,50
Estudiante580;3,00;2,00;2,50
Estudiante581;1,00;4,00;2,50
Estudiante582;9,00;1,00;5,00
Estudiante583;10,00;6,00;8,00
Estudiante584;4,00;1,00;2,50
Estudiante585;4,00;1,00;2,50
Estudiante586;3,00;1,00;2,00
Estudiante587;2,00;8,00;5,00
Estudiante588;9,00;5,00;7,00
Estudiante589;1,00;4,00;2,50
Estudiante590;1,00;5,00;3,00
Estudiante591;5,00;6,00;5,50
Estudiante592;2,00;10,00;6,00
Estudiante593;9,00;1,00;5,00
Estudiante594;7,00;1,00;4,00
Estudiante595;2,00;1,00;1,50
Estudiante596;1,00;4,00;2,50
Estudiante597;5,00;1,00;3,00
Estudiante598;3,00;8,00;5,50
Estudiante599;4,00;7,00;5,50
Estudiante600;1,00;6,00;3,50
Estudiante601;9,00;5,00;7,00
Estudiante602;2,00;5,00;3,50
Estudiante603;8,00;7,00;7,50
Estudiante604;6,00;10,00;8,00
Estudiante605;2,00;3,00;2,50
Estudiante606;2,00;4,00;3,00
Estudiante607;1,00;8,00;4,50
Estudiante608;8,00;2,00;5,00
Estudiante609;3,00;9,00;6,00
Estudiante610;1,00;1,00;1,00
Estudiante611;2,00;2,00;2,00
Estudiante612;4,00;1,00;2,50
Estudiante613;4,00;4,00;4,00
Estudiante614;10,00;10,00;10,00
Estudiante615;1,00;7,00;4,00
Estudiante616;2,00;10,00;6,00
Estudiante617;7,00;10,00;8,50
Estudiante618;4,00;5,00;4,50
Estudiante619;9,00;7,00;8,00
Estudiante620;8,00;3,00;5,50
Estudiante621;4,00;7,00;5,50
Estudiante622;1,00;10,00;5,50
Estudiante623;8,00;3,00;5,50
Estudiante624;6,00;10,00;8,00
Estudiante625;3,00;3,00;3,00
Estudiante626;9,00;5,00;7,00
Estudiante627;2,00;5,00;3,50
Estudiante628;2,00;5,00;3,50
Estudiante629;6,00;4,00;5,00
Estudiante630;4,00;6,00;5,00
Estudiante631;2,00;3,00;2,50
Estudiante632;8,00;10,00;9,00
Estudiante633;3,00;5,00;4,00
Estudiante634;7,00;2,00;4,50
Estudiante635;4,00;9,00;6,50
Estudiante636;8,00;2,00;5,00
Estudiante637;7,00;10,00;8,50
Estudiante638;6,00;5,00;5,50
Estudiante639;8,00;1,00;4,50
Estudiante640;1,00;10,00;5,50
Estudiante641;3,00;7,00;5,00
Estudiante642;3,00;2,00;2,50
Estudiante643;8,00;1,00;4,50
Estudiante644;2,00;2,00;2,00
Estudiante645;8,00;8,00;8,00
Estudiante646;9,00;4,00;6,50
Estudiante647;3,00;10,00;6,50
Estudiante648;10,00;7,00;8,50
Estudiante649;6,00;2,00;4,00
Estudiante650;3,00;8,00;5,50
Estudiante651;2,00;2,00;2,00
Estudiante652;9,00;3,00;6,00
Estudiante653;3,00;2,00;2,50
Estudiante654;2,00;2,00;2,00
Estudiante655;7,00;3,00;5,00
Estudiante656;5,00;1,00;3,00
Estudiante657;1,00;10,00;5,50
Estudiante658;10,00;5,00;7,50
Estudiante659;4,00;10,00;7,00
Estudiante660;1,00;3,00;2,00
Estudiante661;1,00;5,00;3,00
Estudiante662;2,00;7,00;4,50
Estudiante663;3,00;4,00;3,50
Estudiante664;4,00;10,00;7,00
Estudiante665;5,00;3,00;4,00
Estudiante666;7,00;10,00;8,50
Estudiante667;4,00;5,00;4,50
Estudiante668;10,00;6,00;8,00
Estudiante669;7,00;7,00;7,00
Estudiante670;5,00;9,00;7,00
Estudiante671;9,00;1,00;5,00
Estudiante672;5,00;4,00;4,50
Estudiante673;4,00;7,00;5,50
Estudiante674;4,00;10,00;7,00
Estudiante675;4,00;5,00;4,50
Estudiante676;3,00;3,00;3,00
Estudiante677;10,00;7,00;8,50
Estudiante678;1,00;6,00;3,50
Estudiante679;3,00;4,00;3,50
Estudiante680;1,00;5,00;3,00
Estudiante681;7,00;10,00;8,50
Estudiante682;9,00;5,00;7,00
Estudiante683;5,00;1,00;3,00
Estudiante684;10,00;10,00;10,00
Estudiante685;6,00;9,00;7,50
Estudiante686;10,00;8,00;9,00
Estudiante687;5,00;5,00;5,00
Estudiante688;7,00;7,00;7,00
Estudiante689;7,00;1,00;4,00
Estudiante690;10,00;7,00;8,50
Estudiante691;9,00;2,00;5,50
Estudiante692;7,00;8,00;7,50
Estudiante693;10,00;7,00;8,50
Estudiante694;8,00;6,00;7,00
Estudiante695;7,00;6,00;6,50
Estudiante696;1,00;9,00;5,00
Estudiante697;3,00;6,00;4,50
Estudiante698;6,00;1,00;3,50
Estudiante699;9,00;6,00;7,50
Estudiante700;1,00;3,00;2,00
Estudiante701;10,00;10,00;10,00
Estudiante702;4,00;6,00;5,00
Estudiante703;5,00;8,00;6,50
Estudiante704;8,00;8,00;8,00
Estudiante705;1,00;6,00;3,50
Estudiante706;6,00;5,00;5,50
Estudiante707;10,00;5,00;7,50
Estudiante708;1,00;9,00;5,00
Estudiante709;7,00;1,00;4,00
Estudiante710;6,00;10,00;8,00
Estudiante711;2,00;10,00;6,00
Estudiante712;4,00;7,00;5,50
Estudiante713;10,00;4,00;7,00
Estudiante714;9,00;7,00;8,00
Estudiante715;9,00;1,00;5,00
Estudiante716;10,00;10,00;10,00
Estudiante717;6,00;7,00;6,50
Estudiante718;1,00;8,00;4,50
Estudiante719;6,00;9,00;7,50
Estudiante720;7,00;4,00;5,50
Estudiante721;8,00;10,00;9,00
Estudiante722;1,00;1,00;1,00
Estudiante723;1,00;9,00;5,00
Estudiante724;10,00;4,00;7,00
Estudiante725;5,00;10,00;7,50
Estudiante726;1,00;2,00;1,50
Estudiante727;8,00;3,00;5,50
Estudiante728;8,00;1,00;4,50
Estudiante729;9,00;7,00;8,00
Estudiante730;10,00;1,00;5,50
Estudiante731;4,00;9,00;6,50
Estudiante732;3,00;9,00;6,00
Estudiante733;7,00;4,00;5,50
Estudiante734;6,00;4,00;5,00
Estudiante735;10,00;10,00;10,00
Estudiante736;2,00;6,00;4,00
